Date,Description,Original Description,Amount,Transaction Type,Category,Account Name
8/17/2015,Kroger,Credit Card Advance KROGER #852 LANSING MIDate 08/16/15 24445715228300495348753 5411Card #3800,13.25,debit,Groceries,50 Platinum Visa
8/19/2015,Jpmorgan Chase,ACH Withdrawal JPMorgan ChaseTYPE: QuickPay ID: XXXXXXXXXXCO: JPMorgan Chase,30,debit,Financial,08 Spartan Saver
8/20/2015,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,28 Insured Money Management Acct
8/24/2015,Meijer,Credit Card Advance MEIJER INC #052 Q01 E LANSING MIDate 08/22/15 24445005235300492014348 5411Card #3800,10.59,debit,Groceries,50 Platinum Visa
8/25/2015,Theios Restaurant,Credit Card Advance THEIOS RESTAURANT LANSING MIDate 08/24/15 24750765236900010700356 5812Card #3800,11.84,debit,Restaurants,50 Platinum Visa
8/25/2015,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,450.6,debit,Credit Card Payment,88 Totally Green Checking
8/25/2015,Transfer to 28 Insured Money Management Acct,Home Banking Withdrawal To Share 28,2334.4,debit,Transfer,88 Totally Green Checking
8/26/2015,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,210,debit,Credit Card Payment,28 Insured Money Management Acct
8/28/2015,Batteries Plus,Credit Card Advance BATTERIES PLUS #44 517-203-0100 MIDate 08/27/15 24224435241101052813782 5999Card #3800,117.33,debit,Electronics & Software,50 Platinum Visa
9/3/2015,Advance,Credit Card Advance BADGLEY'S 1012986 LANSING MIDate 09/03/15 24431055246200888300012 5533Card #3800,605.53,debit,Service & Parts,50 Platinum Visa
9/3/2015,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,722.86,debit,Credit Card Payment,28 Insured Money Management Acct
9/3/2015,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,28 Insured Money Management Acct
9/4/2015,Advance Humblebundle Com,Credit Card Advance HUMBLEBUNDLE.COM HUMBL 866-748-6258 CADate 09/04/15 24492155247637008192030 5734Card #3800,23.99,debit,Business Services,50 Platinum Visa
9/4/2015,Advance Saplinglearnhomework Txdate,Credit Card Advance SAPLINGLEARNHOMEWORK 512-377-1836 TXDate 09/04/15 24492155247715485796877 8299Card #3800,36,debit,Business Services,50 Platinum Visa
9/4/2015,Advance Awl Pearson,Credit Card Advance AWL*Pearson Education MYLAB.MASTER NJDate 09/04/15 24692165247000065118603 8299Card #3800,95.7,debit,Business Services,50 Platinum Visa
9/4/2015,Advance Student Book,Credit Card Advance STUDENT BOOK STORE 517-351-4210 MIDate 09/03/15 24445005247100524674119 5942Card #3800,14.63,debit,Shopping,50 Platinum Visa
9/4/2015,Advance Textbookmediapress Mndate,Credit Card Advance TEXTBOOKMEDIAPRESS 651-233-3512 MNDate 09/03/15 24492155246894235975809 5942Card #3800,32.95,debit,Business Services,50 Platinum Visa
9/5/2015,Speedway,Credit Card Advance SPEEDWAY 08791 LAN LANSING MIDate 09/05/15 24224435249101061035254 5542Card #3800,20,debit,Gas & Fuel,50 Platinum Visa
9/6/2015,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,223.27,debit,Credit Card Payment,08 Spartan Saver
9/7/2015,Newegg,Credit Card Advance WWW.NEWEGG.COM 800-390-1119 CADate 09/07/15 24692165250000398864562 5732Card #3800,69.99,debit,Electronics & Software,50 Platinum Visa
9/7/2015,Meijer,Credit Card Advance MEIJER INC #052 Q01 E LANSING MIDate 09/05/15 24445005249300479911270 5411Card #3800,2.99,debit,Groceries,50 Platinum Visa
9/9/2015,Advance Rue Okemos,Credit Card Advance RUE21 # 920 OKEMOS OKEMOS MIDate 09/08/15 24445005252100438286226 5651Card #3800,31.79,debit,Business Services,50 Platinum Visa
9/9/2015,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 09/08/15 24445005252200147512654 5411Card #3800,5.28,debit,Groceries,50 Platinum Visa
9/13/2015,Advance Goombas Pizzeatstreet,Credit Card Advance GOOMBAS PIZZEATSTREET 866-654-8777 WIDate 09/13/15 24492155256717600467705 5734Card #3800,8.35,debit,Business Services,50 Platinum Visa
9/15/2015,Car Insurance,Credit Card Advance ESURANCE CAR INSURANCE 800-378-7262 CADate 09/15/15 24692165258000197439527 6300Card #3800,276.8,debit,Auto Insurance,50 Platinum Visa
9/17/2015,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,28 Insured Money Management Acct
9/20/2015,Advance,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 09/19/15 24435655263206209700823 8220Card #3800,2.75,debit,Business Services,50 Platinum Visa
9/21/2015,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,397.95,debit,Credit Card Payment,28 Insured Money Management Acct
9/22/2015,Mi St Univ,ACH Withdrawal MI. ST. UNIV.TYPE: MSU ACH ID: XXXXXXXXXXCO: MI. ST. UNIV.,452,debit,Investments,28 Insured Money Management Acct
9/24/2015,Biggby Coffee,Credit Card Advance BIGGBY COFFEE 122 EAST LANSING MIDate 09/23/15 24055235267200488201567 5814Card #3800,2.11,debit,Food & Dining,50 Platinum Visa
9/25/2015,Advance,Credit Card Advance SPARTY'S ENGINEERING EAST LANSING MIDate 09/24/15 24435655268206295802231 8220Card #3800,1.05,debit,Business Services,50 Platinum Visa
9/26/2015,Marathon,Credit Card Advance MARATHON PETRO133140 EAST LANSING MIDate 09/26/15 24299105269002618116783 5542Card #3800,29.33,debit,Gas & Fuel,50 Platinum Visa
9/29/2015,Advance Paygov Us,Credit Card Advance PAYGOV US EFILE 866-4808552 INDate 09/28/15 24512395272007724042628 9399Card #3800,1.35,debit,Business Services,50 Platinum Visa
9/29/2015,Advance Parkingviolationonline Midate,Credit Card Advance PARKINGVIOLATIONONLINE 517-3368645 MIDate 09/28/15 24512395272007724042701 9399Card #3800,45,debit,Business Services,50 Platinum Visa
9/30/2015,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,116.05,debit,Credit Card Payment,08 Spartan Saver
9/30/2015,Potbelly Sandwich Works,Credit Card Advance POTBELLY 129 EAST LANSING MIDate 09/29/15 24224435273104021242019 5814Card #3800,6.15,debit,Fast Food,50 Platinum Visa
9/30/2015,Kroger,Credit Card Advance KROGER #852 LANSING MIDate 09/29/15 24445715272300391104966 5411Card #3800,31.06,debit,Groceries,50 Platinum Visa
10/1/2015,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,28 Insured Money Management Acct
10/3/2015,Advance,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 10/02/15 24435655276206209000013 8220Card #3800,8.75,debit,Business Services,50 Platinum Visa
10/4/2015,Transfer to 88 Totally Green Checking,Home Banking Withdrawal To Share 88,400,debit,Transfer,28 Insured Money Management Acct
10/10/2015,Meijer,Credit Card Advance MEIJER INC #052 Q01 E LANSING MIDate 10/10/15 24445005283200173498516 5411Card #3800,25.3,debit,Groceries,50 Platinum Visa
10/13/2015,1524 Snyder Security Deposit,Draft Withdrawal 001004,375,debit,Mortgage & Rent,88 Totally Green Checking
10/13/2015,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 10/11/15 24445005285300499349845 5411Card #3800,2.11,debit,Groceries,50 Platinum Visa
10/15/2015,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,28 Insured Money Management Acct
10/17/2015,ATM Withdrawal,ATM Withdrawal #000000004408ATM MSU FCU 1407 S HARRISON EAST LANSINGMI CKK481Card #2559,30,debit,Cash & ATM,28 Insured Money Management Acct
10/24/2015,Domino's Pizza,Credit Card Advance DOMINO'S 1201 EAST LANSING MIDate 10/24/15 24445005297100589322447 5814Card #3800,9.53,debit,Fast Food,50 Platinum Visa
10/25/2015,Advance Uncle John,Credit Card Advance UNCLE JOHN'S CIDER MIL SAINT JOHNS MIDate 10/25/15 24761975298200216700491 5399Card #3800,9,debit,Credit Card Payment,50 Platinum Visa
10/25/2015,Transfer to 88 Totally Green Checking,Home Banking Withdrawal To Share 88,1400,debit,Transfer,28 Insured Money Management Acct
10/25/2015,Transfer to 28 Insured Money Management Acct,Home Banking Withdrawal To Share 28,70,debit,Transfer,08 Spartan Saver
10/25/2015,Transfer to 28 Insured Money Management Acct,Home Banking Withdrawal To Share 28,15,debit,Transfer,08 Spartan Saver
10/26/2015,Advance Admiral Petroleum,Credit Card Advance ADMIRAL PETROLEUM LANSING MIDate 10/25/15 24299105299002693518741 5541Card #3800,20,debit,Gas & Fuel,50 Platinum Visa
10/27/2015,Sears,Debit Card Withdrawal SEARS.COM 9300 800-349-4358 IADate 10/26/15 24138295300708000017653 5311Card #2559,1361.7,debit,Shopping,88 Totally Green Checking
10/28/2015,Kroger,Credit Card Advance KROGER #852 LANSING MIDate 10/27/15 24445715300300399642070 5411Card #3800,24.99,debit,Groceries,50 Platinum Visa
10/29/2015,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,28 Insured Money Management Acct
11/1/2015,Advance,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 10/31/15 24435655305206209900613 8220Card #3800,1.69,debit,Coffee Shops,50 Platinum Visa
11/3/2015,Mi St Univ,ACH Withdrawal MI. ST. UNIV.TYPE: MSU ACH ID: XXXXXXXXXXCO: MI. ST. UNIV.,25,debit,Late Fee,28 Insured Money Management Acct
11/4/2015,Spartys,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 11/03/15 24435655308206209201381 8220Card #3800,1.69,debit,Coffee Shops,50 Platinum Visa
11/6/2015,ATM Withdrawal,ATM Withdrawal #000000001868ATM MICHIGAN STATE UNIV FCU 632 BOGUE STEAST LANSING MI 734133Card #2559,40,debit,Cash & ATM,28 Insured Money Management Acct
11/6/2015,ATM Withdrawal,ATM Withdrawal #000000001346ATM MICHIGAN STATE UNIV FCU 241 W. BRODYROAD EAST LANSING MI 734067Card #2559,20,debit,Cash & ATM,28 Insured Money Management Acct
11/6/2015,Advance,Credit Card Advance SPARTY'S ENGINEERING EAST LANSING MIDate 11/06/15 24435655310206295901122 8220Card #3800,1.05,debit,Business Services,50 Platinum Visa
11/7/2015,Spartys,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 11/06/15 24435655311206210000108 8220Card #3800,1.69,debit,Coffee Shops,50 Platinum Visa
11/9/2015,IHOP,Credit Card Advance IHOP #5307 EAST LANSING MIDate 11/08/15 24431065313200288401094 5812Card #3800,13.75,debit,Restaurants,50 Platinum Visa
11/12/2015,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,28 Insured Money Management Acct
11/14/2015,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,119.55,debit,Credit Card Payment,28 Insured Money Management Acct
11/16/2015,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,50.23,debit,Credit Card Payment,28 Insured Money Management Acct
11/17/2015,Meijer,Credit Card Advance MEIJER INC #052 Q01 E LANSING MIDate 11/16/15 24445005321200152960050 5411Card #3800,9.52,debit,Groceries,50 Platinum Visa
11/21/2015,Marathon,Credit Card Advance MARATHON PETRO133140 EAST LANSING MIDate 11/21/15 24299105325002140106759 5542Card #3800,29.76,debit,Gas & Fuel,50 Platinum Visa
11/24/2015,Spartys,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 11/23/15 24435655328206210500678 8220Card #3800,1.69,debit,Coffee Shops,50 Platinum Visa
11/25/2015,Marathon,Credit Card Advance MARATHON PETRO133140 EAST LANSING MIDate 11/25/15 24299105329002490131353 5542Card #3800,26.47,debit,Gas & Fuel,50 Platinum Visa
11/27/2015,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,28 Insured Money Management Acct
11/30/2015,Kroger,Credit Card Advance KROGER #852 LANSING MIDate 11/29/15 24445715333300532532551 5411Card #3800,5.58,debit,Groceries,50 Platinum Visa
12/5/2015,Charlie Kang's,Credit Card Advance CHARLIE KANGS EAST LANSING MIDate 12/04/15 24431065339200905201638 5812Card #3800,28.52,debit,Restaurants,50 Platinum Visa
12/10/2015,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,28 Insured Money Management Acct
12/13/2015,Payless ShoeSource,Credit Card Advance PAYLESSSHOESOU00032383 OKEMOS MIDate 12/12/15 24399005347926410255265 5661Card #3800,37.09,debit,Clothing,50 Platinum Visa
12/14/2015,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,138.63,debit,Credit Card Payment,88 Totally Green Checking
12/17/2015,Newegg,Credit Card Advance WWW.NEWEGG.COM 800-390-1119 CADate 12/17/15 24692165351000169727400 5732Card #3800,3.99,debit,Electronics & Software,50 Platinum Visa
12/17/2015,Newegg,Credit Card Advance WWW.NEWEGG.COM 800-390-1119 CADate 12/17/15 24692165351000169725404 5732Card #3800,129.99,debit,Electronics & Software,50 Platinum Visa
12/18/2015,Meijer,Credit Card Advance MEIJER INC #052 Q01 E LANSING MIDate 12/17/15 24445005352200226991919 5411Card #3800,5.99,debit,Groceries,50 Platinum Visa
12/19/2015,Macy's,Credit Card Advance MACY*S EAST #301 TROY MIDate 12/19/15 24445735354600360727955 5311Card #3800,31.79,debit,Clothing,50 Platinum Visa
12/22/2015,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,539.34,debit,Credit Card Payment,28 Insured Money Management Acct
12/22/2015,Exxon,Credit Card Advance EXXONMOBIL 97306237 BIRMINGHAM MIDate 12/21/15 24164055356378000199758 5542Card #3800,20.02,debit,Gas & Fuel,50 Platinum Visa
12/24/2015,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,28 Insured Money Management Acct
12/24/2015,Meijer,Credit Card Advance MEIJER #231 Q01 SOUTHFIELD MIDate 12/23/15 24445005358200269552846 5411Card #3800,60.93,debit,Groceries,50 Platinum Visa
12/28/2015,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,54.04,debit,Credit Card Payment,28 Insured Money Management Acct
12/30/2015,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,252.71,debit,Credit Card Payment,28 Insured Money Management Acct
1/3/2016,Advance Hard Rock,Credit Card Advance HARD ROCK DETROIT R DETROIT MIDate 01/01/16 24755426002160027966013 5812Card #3800,16.79,debit,Credit Card Payment,50 Platinum Visa
1/4/2016,Vanguard,ACH Withdrawal VANGUARDTYPE: EDI PYMNTS ID: XXXXXXXXXXCO: VANGUARD,0.64,debit,Financial,88 Totally Green Checking
1/5/2016,Transfer to 28 Insured Money Management Acct,Home Banking Withdrawal To Share 28,1401.67,debit,Transfer,88 Totally Green Checking
1/7/2016,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,88 Totally Green Checking
1/14/2016,Spartys,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 01/13/16 24435656014206209800235 8220Card #3800,50,debit,Coffee Shops,50 Platinum Visa
1/16/2016,Transfer to 88 Totally Green Checking,Home Banking Withdrawal To Share 88,297.5,debit,Transfer,28 Insured Money Management Acct
1/20/2016,1524 Snyder Cleaning Fee,Draft Withdrawal 001005,297.5,debit,Mortgage & Rent,88 Totally Green Checking
1/21/2016,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,88 Totally Green Checking
1/23/2016,MSU Surplus Store,Credit Card Advance MSU SURPLUS STORE EAST LANSING MIDate 01/22/16 24435656022286666100303 5931Card #3800,16.96,debit,Clothing,50 Platinum Visa
1/24/2016,Advance Naias Moto,Credit Card Advance NAIAS MOTO 248-4581350 MIDate 01/23/16 24071056024987124949039 7523Card #3800,65,debit,Business Services,50 Platinum Visa
1/27/2016,Transfer to 88 Totally Green Checking,Home Banking Withdrawal To Share 88,125,debit,Transfer,28 Insured Money Management Acct
1/28/2016,Advance Northwest Earth,Credit Card Advance NORTHWEST EARTH INS 503-227-2807 ORDate 01/27/16 24110396028207440300059 5942Card #3800,28,debit,Business Services,50 Platinum Visa
1/29/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,176.75,debit,Credit Card Payment,28 Insured Money Management Acct
1/29/2016,Transfer to Discover,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,49.15,debit,Credit Card Payment,88 Totally Green Checking
2/1/2016,Transfer to 88 Totally Green Checking,Withdrawal To Share 88,250,debit,Transfer,28 Insured Money Management Acct
2/1/2016,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,56.49,debit,Credit Card Payment,88 Totally Green Checking
2/4/2016,Newegg,Credit Card Advance WWW.NEWEGG.COM 800-390-1119 CADate 02/04/16 24692166035000583383048 5732Card #3800,80.98,debit,Electronics & Software,50 Platinum Visa
2/4/2016,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,88 Totally Green Checking
2/5/2016,Advance Wpy Alexis,Credit Card Advance WPY*Alexis Study Away D 855-469-3729 CADate 02/04/16 24445006036200174322770 8398Card #3800,10,debit,Business Services,50 Platinum Visa
2/6/2016,Meijer,Credit Card Advance MEIJER INC #052 Q01 E LANSING MIDate 02/05/16 24445006037200166319031 5411Card #3800,32.88,debit,Groceries,50 Platinum Visa
2/7/2016,Potbelly Sandwich Works,Credit Card Advance POTBELLY #129 EAST LANSING MIDate 02/06/16 24692166038000876819317 5812Card #3800,22.74,debit,Fast Food,50 Platinum Visa
2/7/2016,Advance,Credit Card Advance VOA - CEDAR THRIFT #3 LANSING MIDate 02/06/16 24323006038253551010133 5931Card #3800,33.28,debit,Business Services,50 Platinum Visa
2/7/2016,Spartys,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 02/07/16 24435656038206209200800 8220Card #3800,15.87,debit,Coffee Shops,50 Platinum Visa
2/8/2016,Jewelry Doctor,Credit Card Advance JEWELRY DOCTOR LANSING MIDate 02/08/16 24228996039980030584661 5944Card #3800,31.97,debit,Clothing,50 Platinum Visa
2/8/2016,Wendy's,Credit Card Advance WENDY'S 782 FOWLERVILLE MIDate 02/07/16 24445006039100468439172 5814Card #3800,7.49,debit,Fast Food,50 Platinum Visa
2/9/2016,Transfer to 28 Insured Money Management Acct,Home Banking Withdrawal To Share 28,1273.26,debit,Transfer,08 Spartan Saver
2/9/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,235.21,debit,Credit Card Payment,08 Spartan Saver
2/11/2016,Fortress Comics & Games,Credit Card Advance FORTRESS COMICS & GAMES EAST LANSING MIDate 02/10/16 24431866042980021751389 5945Card #3800,10.58,debit,Books,50 Platinum Visa
2/11/2016,Amazon,Debit Card Withdrawal AmazonPrime Membership amzn.com/prme NVDate 02/11/16 24692166042000191102294 5968Card #2559,51.94,debit,Shopping,88 Totally Green Checking
2/14/2016,Advance,Credit Card Advance EAST LANSING PARKING EAST LANSING MIDate 02/12/16 24071056045987195527552 9399Card #3800,4.2,debit,Business Services,50 Platinum Visa
2/14/2016,Great Clips,Credit Card Advance 9301 GREAT CLIPS AT EAS EAST LANSING MIDate 02/13/16 24013396044001920526996 7230Card #3800,11.99,debit,Hair,50 Platinum Visa
2/15/2016,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 02/13/16 24445006045300529067390 5411Card #3800,36.09,debit,Groceries,50 Platinum Visa
2/17/2016,Spartys,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 02/16/16 24435656048206209200378 8220Card #3800,1.69,debit,Coffee Shops,50 Platinum Visa
2/18/2016,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,88 Totally Green Checking
2/20/2016,Advance,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 02/19/16 24435656051206209500425 8220Card #3800,1.69,debit,Coffee Shops,50 Platinum Visa
2/23/2016,Meijer,Credit Card Advance MEIJER INC #052 Q01 E LANSING MIDate 02/22/16 24445006054200136297513 5411Card #3800,27.54,debit,Groceries,50 Platinum Visa
2/24/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,93.78,debit,Credit Card Payment,88 Totally Green Checking
2/28/2016,Advance,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 02/28/16 24435656059206209300463 8220Card #3800,1.69,debit,Coffee Shops,50 Platinum Visa
3/1/2016,Transfer to 88 Totally Green Checking,Withdrawal To Share 88,250,debit,Transfer,28 Insured Money Management Acct
3/1/2016,Advance,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 02/29/16 24435656061206210300235 8220Card #3800,1.69,debit,Coffee Shops,50 Platinum Visa
